aaa,0
bbbbbbbbb,0
cccccccccccccc,0
ddddddddddd,0
eeeeee,0
aaa,1
bbbbbbbbb,1
cccccccccccccc,1
ddddddddddd,1
eeeeee,1
aaa,2
bbbbbbbbb,2
cccccccccccccc,2
ddddddddddd,2
eeeeee,2
aaa,3
bbbbbbbbb,3
cccccccccccccc,3
ddddddddddd,3
eeeeee,3
aaa,4
bbbbbbbbb,4
cccccccccccccc,4
ddddddddddd,4
eeeeee,4
aaa,5
bbbbbbbbb,5
cccccccccccccc,5
ddddddddddd,5
eeeeee,5
aaa,6
bbbbbbbbb,6
cccccccccccccc,6
ddddddddddd,6
eeeeee,6
aaa,7
bbbbbbbbb,7
cccccccccccccc,7
ddddddddddd,7
eeeeee,7
aaa,8
bbbbbbbbb,8
cccccccccccccc,8
ddddddddddd,8
eeeeee,8
aaa,9
bbbbbbbbb,9
cccccccccccccc,9
ddddddddddd,9
eeeeee,9
aaa,10
bbbbbbbbb,10
cccccccccccccc,10
ddddddddddd,10
eeeeee,10
aaa,11
bbbbbbbbb,11
cccccccccccccc,11
ddddddddddd,11
eeeeee,11
aaa,12
bbbbbbbbb,12
cccccccccccccc,12
ddddddddddd,12
eeeeee,12
aaa,13
bbbbbbbbb,13
cccccccccccccc,13
ddddddddddd,13
eeeeee,13
aaa,14
bbbbbbbbb,14
cccccccccccccc,14
ddddddddddd,14
eeeeee,14
aaa,15
bbbbbbbbb,15
cccccccccccccc,15
ddddddddddd,15
eeeeee,15
aaa,16
bbbbbbbbb,16
cccccccccccccc,16
ddddddddddd,16
eeeeee,16
aaa,17
bbbbbbbbb,17
cccccccccccccc,17
ddddddddddd,17
eeeeee,17
aaa,18
bbbbbbbbb,18
cccccccccccccc,18
ddddddddddd,18
eeeeee,18
aaa,19
bbbbbbbbb,19
cccccccccccccc,19
ddddddddddd,19
eeeeee,19
aaa,20
bbbbbbbbb,20
cccccccccccccc,20
ddddddddddd,20
eeeeee,20
aaa,21
bbbbbbbbb,21
cccccccccccccc,21
ddddddddddd,21
eeeeee,21
aaa,22
bbbbbbbbb,22
cccccccccccccc,22
ddddddddddd,22
eeeeee,22
aaa,23
bbbbbbbbb,23
cccccccccccccc,23
ddddddddddd,23
eeeeee,23
aaa,24
bbbbbbbbb,24
cccccccccccccc,24
ddddddddddd,24
eeeeee,24
aaa,25
bbbbbbbbb,25
cccccccccccccc,25
ddddddddddd,25
eeeeee,25
aaa,26
bbbbbbbbb,26
cccccccccccccc,26
ddddddddddd,26
eeeeee,26
aaa,27
bbbbbbbbb,27
cccccccccccccc,27
ddddddddddd,27
eeeeee,27
aaa,28
bbbbbbbbb,28
cccccccccccccc,28
ddddddddddd,28
eeeeee,28
aaa,29
bbbbbbbbb,29
cccccccccccccc,29
ddddddddddd,29
eeeeee,29
aaa,30
bbbbbbbbb,30
cccccccccccccc,30
ddddddddddd,30
eeeeee,30
aaa,31
bbbbbbbbb,31
cccccccccccccc,31
ddddddddddd,31
eeeeee,31
aaa,32
bbbbbbbbb,32
cccccccccccccc,32
ddddddddddd,32
eeeeee,32
aaa,33
bbbbbbbbb,33
cccccccccccccc,33
ddddddddddd,33
eeeeee,33
aaa,34
bbbbbbbbb,34
cccccccccccccc,34
ddddddddddd,34
eeeeee,34
aaa,35
bbbbbbbbb,35
cccccccccccccc,35
ddddddddddd,35
eeeeee,35
aaa,36
bbbbbbbbb,36
cccccccccccccc,36
ddddddddddd,36
eeeeee,36
aaa,37
bbbbbbbbb,37
cccccccccccccc,37
ddddddddddd,37
eeeeee,37
aaa,38
bbbbbbbbb,38
cccccccccccccc,38
ddddddddddd,38
eeeeee,38
aaa,39
bbbbbbbbb,39
cccccccccccccc,39
ddddddddddd,39
eeeeee,39
aaa,40
bbbbbbbbb,40
cccccccccccccc,40
ddddddddddd,40
eeeeee,40
aaa,41
bbbbbbbbb,41
cccccccccccccc,41
ddddddddddd,41
eeeeee,41
aaa,42
bbbbbbbbb,42
cccccccccccccc,42
ddddddddddd,42
eeeeee,42
aaa,43
bbbbbbbbb,43
cccccccccccccc,43
ddddddddddd,43
eeeeee,43
aaa,44
bbbbbbbbb,44
cccccccccccccc,44
ddddddddddd,44
eeeeee,44
aaa,45
bbbbbbbbb,45
cccccccccccccc,45
ddddddddddd,45
eeeeee,45
aaa,46
bbbbbbbbb,46
cccccccccccccc,46
ddddddddddd,46
eeeeee,46
aaa,47
bbbbbbbbb,47
cccccccccccccc,47
ddddddddddd,47
eeeeee,47
aaa,48
bbbbbbbbb,48
cccccccccccccc,48
ddddddddddd,48
eeeeee,48
aaa,49
bbbbbbbbb,49
cccccccccccccc,49
ddddddddddd,49
eeeeee,49
aaa,50
bbbbbbbbb,50
cccccccccccccc,50
ddddddddddd,50
eeeeee,50
aaa,51
bbbbbbbbb,51
cccccccccccccc,51
ddddddddddd,51
eeeeee,51
aaa,52
bbbbbbbbb,52
cccccccccccccc,52
ddddddddddd,52
eeeeee,52
aaa,53
bbbbbbbbb,53
cccccccccccccc,53
ddddddddddd,53
eeeeee,53
aaa,54
bbbbbbbbb,54
cccccccccccccc,54
ddddddddddd,54
eeeeee,54
aaa,55
bbbbbbbbb,55
cccccccccccccc,55
ddddddddddd,55
eeeeee,55
aaa,56
bbbbbbbbb,56
cccccccccccccc,56
ddddddddddd,56
eeeeee,56
aaa,57
bbbbbbbbb,57
cccccccccccccc,57
ddddddddddd,57
eeeeee,57
aaa,58
bbbbbbbbb,58
cccccccccccccc,58
ddddddddddd,58
eeeeee,58
aaa,59
bbbbbbbbb,59
cccccccccccccc,59
ddddddddddd,59
eeeeee,59
aaa,60
bbbbbbbbb,60
cccccccccccccc,60
ddddddddddd,60
eeeeee,60
aaa,61
bbbbbbbbb,61
cccccccccccccc,61
ddddddddddd,61
eeeeee,61
aaa,62
bbbbbbbbb,62
cccccccccccccc,62
ddddddddddd,62
eeeeee,62
aaa,63
bbbbbbbbb,63
cccccccccccccc,63
ddddddddddd,63
eeeeee,63
aaa,64
bbbbbbbbb,64
cccccccccccccc,64
ddddddddddd,64
eeeeee,64
aaa,65
bbbbbbbbb,65
cccccccccccccc,65
ddddddddddd,65
eeeeee,65
aaa,66
bbbbbbbbb,66
cccccccccccccc,66
ddddddddddd,66
eeeeee,66
aaa,67
bbbbbbbbb,67
cccccccccccccc,67
ddddddddddd,67
eeeeee,67
aaa,68
bbbbbbbbb,68
cccccccccccccc,68
ddddddddddd,68
eeeeee,68
aaa,69
bbbbbbbbb,69
cccccccccccccc,69
ddddddddddd,69
eeeeee,69
aaa,70
bbbbbbbbb,70
cccccccccccccc,70
ddddddddddd,70
eeeeee,70
aaa,71
bbbbbbbbb,71
cccccccccccccc,71
ddddddddddd,71
eeeeee,71
aaa,72
bbbbbbbbb,72
cccccccccccccc,72
ddddddddddd,72
eeeeee,72
aaa,73
bbbbbbbbb,73
cccccccccccccc,73
ddddddddddd,73
eeeeee,73
aaa,74
bbbbbbbbb,74
cccccccccccccc,74
ddddddddddd,74
eeeeee,74
aaa,75
bbbbbbbbb,75
cccccccccccccc,75
ddddddddddd,75
eeeeee,75
aaa,76
bbbbbbbbb,76
cccccccccccccc,76
ddddddddddd,76
eeeeee,76
aaa,77
bbbbbbbbb,77
cccccccccccccc,77
ddddddddddd,77
eeeeee,77
aaa,78
bbbbbbbbb,78
cccccccccccccc,78
ddddddddddd,78
eeeeee,78
aaa,79
bbbbbbbbb,79
cccccccccccccc,79
ddddddddddd,79
eeeeee,79
aaa,80
bbbbbbbbb,80
cccccccccccccc,80
ddddddddddd,80
eeeeee,80
aaa,81
bbbbbbbbb,81
cccccccccccccc,81
ddddddddddd,81
eeeeee,81
aaa,82
bbbbbbbbb,82
cccccccccccccc,82
ddddddddddd,82
eeeeee,82
aaa,83
bbbbbbbbb,83
cccccccccccccc,83
ddddddddddd,83
eeeeee,83
aaa,84
bbbbbbbbb,84
cccccccccccccc,84
ddddddddddd,84
eeeeee,84
aaa,85
bbbbbbbbb,85
cccccccccccccc,85
ddddddddddd,85
eeeeee,85
aaa,86
bbbbbbbbb,86
cccccccccccccc,86
ddddddddddd,86
eeeeee,86
aaa,87
bbbbbbbbb,87
cccccccccccccc,87
ddddddddddd,87
eeeeee,87
aaa,88
bbbbbbbbb,88
cccccccccccccc,88
ddddddddddd,88
eeeeee,88
aaa,89
bbbbbbbbb,89
cccccccccccccc,89
ddddddddddd,89
eeeeee,89
aaa,90
bbbbbbbbb,90
cccccccccccccc,90
ddddddddddd,90
eeeeee,90
aaa,91
bbbbbbbbb,91
cccccccccccccc,91
ddddddddddd,91
eeeeee,91
aaa,92
bbbbbbbbb,92
cccccccccccccc,92
ddddddddddd,92
eeeeee,92
aaa,93
bbbbbbbbb,93
cccccccccccccc,93
ddddddddddd,93
eeeeee,93
aaa,94
bbbbbbbbb,94
cccccccccccccc,94
ddddddddddd,94
eeeeee,94
aaa,95
bbbbbbbbb,95
cccccccccccccc,95
ddddddddddd,95
eeeeee,95
aaa,96
bbbbbbbbb,96
cccccccccccccc,96
ddddddddddd,96
eeeeee,96
aaa,97
bbbbbbbbb,97
cccccccccccccc,97
ddddddddddd,97
eeeeee,97
aaa,98
bbbbbbbbb,98
cccccccccccccc,98
ddddddddddd,98
eeeeee,98
aaa,99
bbbbbbbbb,99
cccccccccccccc,99
ddddddddddd,99
eeeeee,99
aaa,100
bbbbbbbbb,100
cccccccccccccc,100
ddddddddddd,100
eeeeee,100
aaa,101
bbbbbbbbb,101
cccccccccccccc,101
ddddddddddd,101
eeeeee,101
aaa,102
bbbbbbbbb,102
cccccccccccccc,102
ddddddddddd,102
eeeeee,102
aaa,103
bbbbbbbbb,103
cccccccccccccc,103
ddddddddddd,103
eeeeee,103
aaa,104
bbbbbbbbb,104
cccccccccccccc,104
ddddddddddd,104
eeeeee,104
aaa,105
bbbbbbbbb,105
cccccccccccccc,105
ddddddddddd,105
eeeeee,105
aaa,106
bbbbbbbbb,106
cccccccccccccc,106
ddddddddddd,106
eeeeee,106
aaa,107
bbbbbbbbb,107
cccccccccccccc,107
ddddddddddd,107
eeeeee,107
aaa,108
bbbbbbbbb,108
cccccccccccccc,108
ddddddddddd,108
eeeeee,108
aaa,109
bbbbbbbbb,109
cccccccccccccc,109
ddddddddddd,109
eeeeee,109
aaa,110
bbbbbbbbb,110
cccccccccccccc,110
ddddddddddd,110
eeeeee,110
aaa,111
bbbbbbbbb,111
cccccccccccccc,111
ddddddddddd,111
eeeeee,111
aaa,112
bbbbbbbbb,112
cccccccccccccc,112
ddddddddddd,112
eeeeee,112
aaa,113
bbbbbbbbb,113
cccccccccccccc,113
ddddddddddd,113
eeeeee,113
aaa,114
bbbbbbbbb,114
cccccccccccccc,114
ddddddddddd,114
eeeeee,114
aaa,115
bbbbbbbbb,115
cccccccccccccc,115
